Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,OXC8500,OXC8749,OXC8885,OXC4567,OXC6332,OXC6357,OXC6453,OXC6609,OXC6729,OXC7157,OXC7004,OXC7095,OXC7345,OXC7358,OXC7452,OXC4632,OXC7664,OXC6927,H1604,H1605,H1606,H1607,H1608,H1662,H1664,H1666,H1668,H1670,H704,H22082
purE,,phosphoribosylaminoimidazole carboxylase catalytic subunit,36,36,1,1,1972,,,,494,494,494,OXC8500_00228,OXC8749_00098,OXC8885_00911,OXC4567_00403,OXC6332_01271,OXC6357_00721,OXC6453_00477,OXC6609_00623,OXC6729_01116,OXC7157_00826,OXC7004_00731,OXC7095_01513,OXC7345_00584,OXC7358_00441,OXC7452_00398,OXC4632_01017,OXC7664_00632,OXC6927_00822,H1604_00276,H1605_00593,H1606_00479,H1607_00458,H1608_00773,H1662_00331,H1664_00810,H1666_01355,H1668_01043,H1670_00614,H704_01631,H22082_00772
pta,,phosphate acetyltransferase,36,36,1,1,1987,,,,1502,1502,1502,OXC8500_00242,OXC8749_00112,OXC8885_00895,OXC4567_00417,OXC6332_01284,OXC6357_00707,OXC6453_00463,OXC6609_00637,OXC6729_01131,OXC7157_00810,OXC7004_00745,OXC7095_01526,OXC7345_00597,OXC7358_00454,OXC7452_00412,OXC4632_01003,OXC7664_00647,OXC6927_00751,H1604_00262,H1605_00578,H1606_00465,H1607_00444,H1608_00786,H1662_00317,H1664_00796,H1666_01368,H1668_01029,H1670_00628,H704_00791,H22082_00218
group_1071,,general secretion pathway protein G,36,36,1,1,1995,,,,227,437,431,OXC8500_00247,OXC8749_00118,OXC8885_00889,OXC4567_00423,OXC6332_00248,OXC6357_00702,OXC6453_00458,OXC6609_00642,OXC6729_01136,OXC7157_00805,OXC7004_00750,OXC7095_01039,OXC7345_00467,OXC7358_00305,OXC7452_00417,OXC4632_00998,OXC7664_00653,OXC6927_00745,H1604_00256,H1605_00573,H1606_00460,H1607_00439,H1608_01034,H1662_00311,H1664_00790,H1666_01250,H1668_01023,H1670_00633,H704_00786,H22082_00223
dcuB,,C4-dicarboxylate transporter DcuB,36,36,1,1,2008,,,,1424,1424,1424,OXC8500_00260,OXC8749_00130,OXC8885_00876,OXC4567_00436,OXC6332_00256,OXC6357_00688,OXC6453_00447,OXC6609_00656,OXC6729_01151,OXC7157_00791,OXC7004_00763,OXC7095_01047,OXC7345_00475,OXC7358_00297,OXC7452_00428,OXC4632_00990,OXC7664_00668,OXC6927_00729,H1604_00243,H1605_00559,H1606_00446,H1607_00425,H1608_01042,H1662_00299,H1664_00778,H1666_01242,H1668_01005,H1670_00646,H704_01020,H22082_00295
engB,,ribosome biogenesis GTP-binding protein YsxC,36,36,1,1,2027,,,,596,596,596,OXC8500_00278,OXC8749_00148,OXC8885_00857,OXC4567_00454,OXC6332_00767,OXC6357_00669,OXC6453_00429,OXC6609_00675,OXC6729_01171,OXC7157_00772,OXC7004_00782,OXC7095_01315,OXC7345_01390,OXC7358_00989,OXC7452_00446,OXC4632_00970,OXC7664_00688,OXC6927_00710,H1604_00225,H1605_00539,H1606_00427,H1607_00406,H1608_00068,H1662_00281,H1664_00758,H1666_01170,H1668_00986,H1670_00664,H704_01500,H22082_00954
mltD,,membrane-bound lytic murein transglycosylase D,36,36,1,1,2032,,,,197,1118,1092,OXC8500_00283,OXC8749_00153,OXC8885_00852,OXC4567_00459,OXC6332_00772,OXC6357_00664,OXC6453_00424,OXC6609_00680,OXC6729_01176,OXC7157_00767,OXC7004_00787,OXC7095_01310,OXC7345_01385,OXC7358_00994,OXC7452_00451,OXC4632_00965,OXC7664_00693,OXC6927_00705,H1604_00220,H1605_00534,H1606_00422,H1607_00401,H1608_00073,H1662_00276,H1664_00753,H1666_01165,H1668_00981,H1670_00669,H704_01495,H22082_00959
ycfH,,TatD DNase family protein,36,36,1,1,2033,,,,815,815,815,OXC8500_00284,OXC8749_00154,OXC8885_00851,OXC4567_00460,OXC6332_00773,OXC6357_00663,OXC6453_00423,OXC6609_00681,OXC6729_01177,OXC7157_00766,OXC7004_00788,OXC7095_01309,OXC7345_01384,OXC7358_00995,OXC7452_00452,OXC4632_00964,OXC7664_00694,OXC6927_00704,H1604_00219,H1605_00533,H1606_00421,H1607_00400,H1608_00074,H1662_00275,H1664_00752,H1666_01164,H1668_00980,H1670_00670,H704_01494,H22082_00960
ppa,,Inorganic pyrophosphatase,36,36,1,1,2039,,,,518,518,518,OXC8500_00290,OXC8749_00160,OXC8885_00845,OXC4567_00466,OXC6332_00779,OXC6357_00657,OXC6453_00417,OXC6609_00687,OXC6729_01183,OXC7157_00760,OXC7004_00794,OXC7095_01303,OXC7345_01378,OXC7358_01001,OXC7452_00458,OXC4632_00958,OXC7664_00700,OXC6927_00698,H1604_00213,H1605_00527,H1606_00415,H1607_00394,H1608_00080,H1662_00269,H1664_00746,H1666_01158,H1668_00974,H1670_00676,H704_01488,H22082_00966
mrsA,,methionine sulfoxide reductase A,36,36,1,1,2040,,,,497,497,497,OXC8500_00291,OXC8749_00161,OXC8885_00844,OXC4567_00467,OXC6332_00780,OXC6357_00656,OXC6453_00416,OXC6609_00688,OXC6729_01184,OXC7157_00759,OXC7004_00795,OXC7095_01302,OXC7345_01377,OXC7358_01002,OXC7452_00459,OXC4632_00957,OXC7664_00701,OXC6927_00697,H1604_00212,H1605_00526,H1606_00414,H1607_00393,H1608_00081,H1662_00268,H1664_00745,H1666_01157,H1668_00973,H1670_00677,H704_01487,H22082_00967
rsmF,,NOL1/NOP2/sun family protein,36,36,1,1,2041,,,,878,878,878,OXC8500_00292,OXC8749_00162,OXC8885_00843,OXC4567_00468,OXC6332_00781,OXC6357_00655,OXC6453_00415,OXC6609_00689,OXC6729_01185,OXC7157_00758,OXC7004_00796,OXC7095_01301,OXC7345_01376,OXC7358_01003,OXC7452_00460,OXC4632_00956,OXC7664_00702,OXC6927_00696,H1604_00211,H1605_00525,H1606_00413,H1607_00392,H1608_00082,H1662_00267,H1664_00744,H1666_01156,H1668_00972,H1670_00678,H704_01486,H22082_00968
yqgF,,Holliday junction resolvase-like protein,36,36,1,1,2042,,,,383,383,383,OXC8500_00293,OXC8749_00163,OXC8885_00842,OXC4567_00469,OXC6332_00782,OXC6357_00654,OXC6453_00414,OXC6609_00690,OXC6729_01186,OXC7157_00757,OXC7004_00797,OXC7095_01300,OXC7345_01375,OXC7358_01004,OXC7452_00461,OXC4632_00955,OXC7664_00703,OXC6927_00695,H1604_00210,H1605_00524,H1606_00412,H1607_00391,H1608_00083,H1662_00266,H1664_00743,H1666_01155,H1668_00971,H1670_00679,H704_01485,H22082_00969
ilvC,,Ketol-acid reductoisomerase,36,36,1,1,2045,,,,1022,1022,1022,OXC8500_00296,OXC8749_00166,OXC8885_00839,OXC4567_00472,OXC6332_00785,OXC6357_00651,OXC6453_00411,OXC6609_00693,OXC6729_01189,OXC7157_00754,OXC7004_00800,OXC7095_01297,OXC7345_01372,OXC7358_01007,OXC7452_00464,OXC4632_00952,OXC7664_00706,OXC6927_00692,H1604_00207,H1605_00521,H1606_00409,H1607_00704,H1608_00086,H1662_00263,H1664_00740,H1666_01152,H1668_00968,H1670_00682,H704_01482,H22082_00972
rnr,,3'-to-5' exoribonuclease RNase R,36,36,1,1,2046,,,,1934,1934,1934,OXC8500_00297,OXC8749_00167,OXC8885_00838,OXC4567_00473,OXC6332_00786,OXC6357_00650,OXC6453_00410,OXC6609_00694,OXC6729_01190,OXC7157_00753,OXC7004_00801,OXC7095_01296,OXC7345_01371,OXC7358_01008,OXC7452_00465,OXC4632_00951,OXC7664_00707,OXC6927_00691,H1604_00206,H1605_00520,H1606_00408,H1607_00703,H1608_00087,H1662_00262,H1664_00739,H1666_01151,H1668_00967,H1670_00683,H704_01481,H22082_00973
hypC,,[NiFe] hydrogenase metallocenter assembly protein HypC,36,36,1,1,2053,,,,281,281,281,OXC8500_00303,OXC8749_00173,OXC8885_00063,OXC4567_00479,OXC6332_00791,OXC6357_00645,OXC6453_00404,OXC6609_00699,OXC6729_01197,OXC7157_00748,OXC7004_00806,OXC7095_01291,OXC7345_01366,OXC7358_01013,OXC7452_00471,OXC4632_00944,OXC7664_00714,OXC6927_00684,H1604_01029,H1605_00513,H1606_00403,H1607_00698,H1608_00092,H1662_00256,H1664_00733,H1666_01146,H1668_00961,H1670_00689,H704_00643,H22082_01515
algI,,alginate O-acetyltransferase AlgI,36,36,1,1,2067,,,,890,1376,1362,OXC8500_00316,OXC8749_00186,OXC8885_00075,OXC4567_00492,OXC6332_00802,OXC6357_00633,OXC6453_00391,OXC6609_01461,OXC6729_01209,OXC7157_00735,OXC7004_00818,OXC7095_01280,OXC7345_01355,OXC7358_01024,OXC7452_00483,OXC4632_00932,OXC7664_00727,OXC6927_00672,H1604_01016,H1605_00501,H1606_00391,H1607_00686,H1608_00103,H1662_00243,H1664_00720,H1666_01135,H1668_00949,H1670_00702,H704_00169,H22082_01294
cusC,,outer membrane efflux protein,36,36,1,1,2070,,,,1370,1370,1370,OXC8500_00319,OXC8749_00189,OXC8885_00078,OXC4567_00495,OXC6332_00805,OXC6357_00630,OXC6453_00388,OXC6609_01458,OXC6729_01212,OXC7157_00732,OXC7004_00821,OXC7095_01277,OXC7345_01352,OXC7358_01027,OXC7452_00486,OXC4632_00929,OXC7664_00730,OXC6927_00669,H1604_01013,H1605_00498,H1606_00388,H1607_00683,H1608_00106,H1662_00240,H1664_00717,H1666_01132,H1668_00946,H1670_00705,H704_00166,H22082_01297
yxeP,,amidohydrolase,36,36,1,1,2073,,,,1190,1190,1190,OXC8500_00322,OXC8749_00192,OXC8885_00081,OXC4567_00498,OXC6332_00808,OXC6357_00627,OXC6453_00385,OXC6609_01455,OXC6729_01215,OXC7157_00729,OXC7004_00824,OXC7095_01274,OXC7345_01349,OXC7358_01030,OXC7452_00489,OXC4632_00926,OXC7664_00733,OXC6927_00666,H1604_01010,H1605_00495,H1606_00385,H1607_00680,H1608_00109,H1662_00237,H1664_00714,H1666_01129,H1668_00943,H1670_00708,H704_00163,H22082_01300
group_1086,,"neurotransmitter:Na+ symporter, NSS family",36,36,1,1,2078,,,,827,1343,1328,OXC8500_00326,OXC8749_00197,OXC8885_00086,OXC4567_00502,OXC6332_00813,OXC6357_00623,OXC6453_00381,OXC6609_01451,OXC6729_01219,OXC7157_00725,OXC7004_00828,OXC7095_01269,OXC7345_01344,OXC7358_01035,OXC7452_00493,OXC4632_00922,OXC7664_00737,OXC6927_00662,H1604_01006,H1605_00491,H1606_00381,H1607_00676,H1608_00115,H1662_00232,H1664_00710,H1666_01124,H1668_00939,H1670_00713,H704_00159,H22082_01490
nth,,Endonuclease III,36,36,1,1,2084,,,,626,626,626,OXC8500_00332,OXC8749_00203,OXC8885_00092,OXC4567_00508,OXC6332_00819,OXC6357_00617,OXC6453_00375,OXC6609_01445,OXC6729_01225,OXC7157_00719,OXC7004_00834,OXC7095_01263,OXC7345_01338,OXC7358_01041,OXC7452_00499,OXC4632_00916,OXC7664_00743,OXC6927_00656,H1604_01000,H1605_00485,H1606_00375,H1607_00670,H1608_00121,H1662_00226,H1664_00704,H1666_01118,H1668_00933,H1670_00719,H704_01115,H22082_01484
group_1089,,putative lipoprotein,36,36,1,1,2088,,,,215,215,215,OXC8500_00336,OXC8749_00207,OXC8885_00096,OXC4567_00512,OXC6332_00823,OXC6357_00613,OXC6453_00371,OXC6609_01441,OXC6729_01229,OXC7157_00715,OXC7004_00838,OXC7095_01259,OXC7345_01334,OXC7358_01045,OXC7452_00503,OXC4632_00912,OXC7664_00747,OXC6927_00652,H1604_00996,H1605_00481,H1606_00371,H1607_00666,H1608_00125,H1662_00222,H1664_00700,H1666_01114,H1668_00929,H1670_00723,H704_01119,H22082_01480
cmoA,,SAM-dependent methyltransferase,36,36,1,1,2089,,,,701,707,706,OXC8500_00337,OXC8749_00208,OXC8885_00097,OXC4567_00513,OXC6332_00824,OXC6357_00612,OXC6453_00370,OXC6609_01440,OXC6729_01230,OXC7157_00714,OXC7004_00839,OXC7095_01258,OXC7345_01333,OXC7358_01046,OXC7452_00504,OXC4632_00911,OXC7664_00748,OXC6927_00651,H1604_00995,H1605_00480,H1606_00370,H1607_00665,H1608_00126,H1662_00221,H1664_00699,H1666_01113,H1668_00928,H1670_00724,H704_01120,H22082_01479
ribF,,bifunctional riboflavin kinase/FMN adenylyltransferase,36,36,1,1,2090,,,,854,854,854,OXC8500_00338,OXC8749_00209,OXC8885_00098,OXC4567_00514,OXC6332_00825,OXC6357_00611,OXC6453_00369,OXC6609_01439,OXC6729_01231,OXC7157_00713,OXC7004_00840,OXC7095_01257,OXC7345_01332,OXC7358_01047,OXC7452_00505,OXC4632_00910,OXC7664_00749,OXC6927_00650,H1604_00994,H1605_00479,H1606_00369,H1607_00664,H1608_00127,H1662_00220,H1664_00698,H1666_01112,H1668_00927,H1670_00725,H704_01121,H22082_01478
group_1092,,integral membrane protein,36,36,1,1,2092,,,,1004,1019,1010,OXC8500_00340,OXC8749_00211,OXC8885_00100,OXC4567_00516,OXC6332_00827,OXC6357_00609,OXC6453_00367,OXC6609_01437,OXC6729_01233,OXC7157_00711,OXC7004_00842,OXC7095_01255,OXC7345_01330,OXC7358_01049,OXC7452_00507,OXC4632_00908,OXC7664_00751,OXC6927_00648,H1604_00992,H1605_00477,H1606_00367,H1607_00662,H1608_00129,H1662_00218,H1664_00696,H1666_01110,H1668_00925,H1670_00727,H704_01123,H22082_01476
tatC,,Twin-arginine translocation protein TatC,36,36,1,1,2101,,,,737,737,737,OXC8500_00349,OXC8749_00220,OXC8885_00109,OXC4567_00525,OXC6332_00836,OXC6357_00600,OXC6453_00358,OXC6609_01428,OXC6729_01242,OXC7157_00702,OXC7004_00851,OXC7095_01246,OXC7345_01321,OXC7358_01058,OXC7452_00516,OXC4632_00899,OXC7664_00760,OXC6927_00639,H1604_00983,H1605_00468,H1606_00358,H1607_00653,H1608_00137,H1662_00209,H1664_00687,H1666_01100,H1668_00916,H1670_00736,H704_01132,H22082_01467
ilvB,,acetolactate synthase 3 catalytic subunit,36,36,1,1,2106,,,,1550,1700,1695,OXC8500_00353,OXC8749_00224,OXC8885_00113,OXC4567_00529,OXC6332_00840,OXC6357_00596,OXC6453_00354,OXC6609_01424,OXC6729_01246,OXC7157_00698,OXC7004_00855,OXC7095_01242,OXC7345_01317,OXC7358_01062,OXC7452_00520,OXC4632_00895,OXC7664_00764,OXC6927_00635,H1604_00977,H1605_00464,H1606_00354,H1607_00649,H1608_00141,H1662_00205,H1664_00683,H1666_01096,H1668_00912,H1670_00740,H704_01137,H22082_01375
dnaB,,replicative DNA helicase,36,36,1,1,2134,,,,1376,1376,1376,OXC8500_00367,OXC8749_00238,OXC8885_00127,OXC4567_00543,OXC6332_00847,OXC6357_00582,OXC6453_00339,OXC6609_01410,OXC6729_01257,OXC7157_00685,OXC7004_00869,OXC7095_01235,OXC7345_01310,OXC7358_01069,OXC7452_00535,OXC4632_00881,OXC7664_00775,OXC6927_00621,H1604_00964,H1605_00453,H1606_00341,H1607_00636,H1608_00148,H1662_00191,H1664_00668,H1666_01089,H1668_00897,H1670_00755,H704_00841,H22082_01390
group_1096,,putative dicarboxylate carrier protein MatC,36,36,1,1,2142,,,,1286,1286,1286,OXC8500_00375,OXC8749_00246,OXC8885_00135,OXC4567_00551,OXC6332_00854,OXC6357_00575,OXC6453_00331,OXC6609_01403,OXC6729_01265,OXC7157_00678,OXC7004_00876,OXC7095_01228,OXC7345_01303,OXC7358_01076,OXC7452_00543,OXC4632_00874,OXC7664_00783,OXC6927_00613,H1604_00957,H1605_00444,H1606_00334,H1607_00629,H1608_00155,H1662_00183,H1664_00660,H1666_01082,H1668_00889,H1670_00763,H704_01517,H22082_00128
group_1097,,flagellar protein FlaG,36,36,1,1,2150,,,,365,365,365,OXC8500_00383,OXC8749_00254,OXC8885_00143,OXC4567_00559,OXC6332_00863,OXC6357_00566,OXC6453_00322,OXC6609_01394,OXC6729_01275,OXC7157_00669,OXC7004_00885,OXC7095_01219,OXC7345_01294,OXC7358_01085,OXC7452_00552,OXC4632_00865,OXC7664_00793,OXC6927_00604,H1604_00948,H1605_00435,H1606_00325,H1607_00620,H1608_00164,H1662_00174,H1664_00651,H1666_01073,H1668_00880,H1670_00772,H704_01508,H22082_00936
group_1098,,2-isopropylmalate synthase,36,36,1,1,2153,,,,389,389,389,OXC8500_00386,OXC8749_00257,OXC8885_00146,OXC4567_00562,OXC6332_00866,OXC6357_00563,OXC6453_00319,OXC6609_01391,OXC6729_01278,OXC7157_00666,OXC7004_00888,OXC7095_01216,OXC7345_01291,OXC7358_01088,OXC7452_00555,OXC4632_00862,OXC7664_00796,OXC6927_00601,H1604_00945,H1605_00432,H1606_00322,H1607_00617,H1608_00167,H1662_00171,H1664_00648,H1666_01070,H1668_00877,H1670_00775,H704_00894,H22082_00933
proS,,prolyl-tRNA synthetase,36,36,1,1,2154,,,,1706,1706,1706,OXC8500_00387,OXC8749_00258,OXC8885_00147,OXC4567_00563,OXC6332_00867,OXC6357_00562,OXC6453_00318,OXC6609_01390,OXC6729_01279,OXC7157_00665,OXC7004_00889,OXC7095_01215,OXC7345_01290,OXC7358_01089,OXC7452_00556,OXC4632_00861,OXC7664_00797,OXC6927_00600,H1604_00944,H1605_00431,H1606_00321,H1607_00616,H1608_00168,H1662_00170,H1664_00647,H1666_01069,H1668_00876,H1670_00776,H704_00895,H22082_00932
group_1100,,"2-oxoglutarate oxidoreductase, beta subunit",36,36,1,1,2160,,,,845,845,845,OXC8500_00393,OXC8749_00264,OXC8885_00153,OXC4567_00569,OXC6332_00873,OXC6357_00556,OXC6453_00312,OXC6609_01384,OXC6729_01285,OXC7157_00659,OXC7004_00895,OXC7095_01209,OXC7345_01284,OXC7358_01095,OXC7452_00562,OXC4632_00855,OXC7664_00803,OXC6927_00594,H1604_00938,H1605_00425,H1606_00315,H1607_00610,H1608_00174,H1662_00164,H1664_00641,H1666_01063,H1668_00870,H1670_00782,H704_00901,H22082_00926
hydA_1,,"2-oxoglutarate oxidoreductase, delta subunit, putative",36,36,1,1,2162,,,,311,311,311,OXC8500_00395,OXC8749_00266,OXC8885_00155,OXC4567_00571,OXC6332_00875,OXC6357_00554,OXC6453_00310,OXC6609_01382,OXC6729_01287,OXC7157_00657,OXC7004_00897,OXC7095_01207,OXC7345_01282,OXC7358_01097,OXC7452_00564,OXC4632_00853,OXC7664_00805,OXC6927_00592,H1604_00936,H1605_00423,H1606_00313,H1607_00608,H1608_00176,H1662_00162,H1664_00639,H1666_01061,H1668_00868,H1670_00784,H704_00903,H22082_00924
yceG,,aminodeoxychorismate lyase family protein,36,36,1,1,2169,,,,464,779,770,OXC8500_00401,OXC8749_00272,OXC8885_00161,OXC4567_00577,OXC6332_00881,OXC6357_00548,OXC6453_00304,OXC6609_01376,OXC6729_01293,OXC7157_00651,OXC7004_00903,OXC7095_01201,OXC7345_01276,OXC7358_01103,OXC7452_00570,OXC4632_00847,OXC7664_00811,OXC6927_00586,H1604_00929,H1605_00417,H1606_00306,H1607_00602,H1608_00182,H1662_00156,H1664_00633,H1666_01055,H1668_00862,H1670_00791,H704_00909,H22082_00918
flgB,,Flagellar basal-body rod protein FlgB,36,36,1,1,2170,,,,431,431,431,OXC8500_00402,OXC8749_00273,OXC8885_00162,OXC4567_00578,OXC6332_00882,OXC6357_00547,OXC6453_00303,OXC6609_01375,OXC6729_01294,OXC7157_00650,OXC7004_00904,OXC7095_01200,OXC7345_01275,OXC7358_01104,OXC7452_00571,OXC4632_00846,OXC7664_00812,OXC6927_00585,H1604_00928,H1605_00416,H1606_00305,H1607_00601,H1608_00183,H1662_00155,H1664_00632,H1666_01054,H1668_00861,H1670_00792,H704_00910,H22082_00917
fliE,,flagellar hook-basal body protein FliE,36,36,1,1,2172,,,,296,296,296,OXC8500_00404,OXC8749_00275,OXC8885_00164,OXC4567_00580,OXC6332_00884,OXC6357_00545,OXC6453_00301,OXC6609_01373,OXC6729_01296,OXC7157_00648,OXC7004_00906,OXC7095_01198,OXC7345_01273,OXC7358_01106,OXC7452_00573,OXC4632_00844,OXC7664_00814,OXC6927_00583,H1604_00926,H1605_00414,H1606_00303,H1607_00599,H1608_00185,H1662_00153,H1664_00630,H1666_01052,H1668_00859,H1670_00794,H704_00912,H22082_00915
group_1105,,rhodanese-like domain protein,36,36,1,1,2178,,,,317,317,317,OXC8500_00411,OXC8749_00282,OXC8885_00170,OXC4567_00587,OXC6332_00888,OXC6357_00541,OXC6453_00296,OXC6609_01369,OXC6729_01300,OXC7157_00644,OXC7004_00910,OXC7095_01194,OXC7345_01269,OXC7358_01110,OXC7452_00578,OXC4632_00838,OXC7664_00818,OXC6927_00577,H1604_00920,H1605_00410,H1606_00299,H1607_00595,H1608_00189,H1662_00146,H1664_00626,H1666_01048,H1668_00853,H1670_00801,H704_00918,H22082_00909
crcB,,CrcB protein,36,36,1,1,2180,,,,368,368,368,OXC8500_00413,OXC8749_00284,OXC8885_00172,OXC4567_00589,OXC6332_00890,OXC6357_00539,OXC6453_00294,OXC6609_01367,OXC6729_01302,OXC7157_00642,OXC7004_00912,OXC7095_01192,OXC7345_01267,OXC7358_01112,OXC7452_00580,OXC4632_00836,OXC7664_00820,OXC6927_00575,H1604_00918,H1605_00408,H1606_00297,H1607_00593,H1608_00191,H1662_00144,H1664_00624,H1666_01046,H1668_00851,H1670_00803,H704_00920,H22082_00907
pbpA,,penicillin-binding protein,36,36,1,1,2189,,,,383,1931,1888,OXC8500_00422,OXC8749_00293,OXC8885_00181,OXC4567_00598,OXC6332_00899,OXC6357_00530,OXC6453_00285,OXC6609_01358,OXC6729_01311,OXC7157_00633,OXC7004_00921,OXC7095_01183,OXC7345_01258,OXC7358_01121,OXC7452_00589,OXC4632_00827,OXC7664_00829,OXC6927_00566,H1604_00909,H1605_00399,H1606_00288,H1607_00584,H1608_00200,H1662_00135,H1664_00615,H1666_01037,H1668_00842,H1670_00812,H704_00929,H22082_00898
btrR,,DegT family aminotransferase,36,36,1,1,2192,,,,1073,1073,1073,OXC8500_00425,OXC8749_00296,OXC8885_00184,OXC4567_00601,OXC6332_00902,OXC6357_00527,OXC6453_00282,OXC6609_01355,OXC6729_01314,OXC7157_00630,OXC7004_00924,OXC7095_01180,OXC7345_01255,OXC7358_01124,OXC7452_00592,OXC4632_00824,OXC7664_00832,OXC6927_00563,H1604_00906,H1605_00396,H1606_00285,H1607_00581,H1608_00203,H1662_00132,H1664_00612,H1666_01034,H1668_00839,H1670_00433,H704_00932,H22082_00895
group_1109,,HIT family protein,36,36,1,1,2197,,,,485,485,485,OXC8500_00430,OXC8749_00301,OXC8885_00189,OXC4567_00606,OXC6332_01224,OXC6357_01108,OXC6453_00277,OXC6609_00360,OXC6729_01320,OXC7157_00625,OXC7004_00404,OXC7095_01116,OXC7345_01251,OXC7358_00616,OXC7452_00597,OXC4632_00819,OXC7664_00838,OXC6927_00558,H1604_00901,H1605_00390,H1606_00280,H1607_00576,H1608_00062,H1662_00127,H1664_00607,H1666_01253,H1668_00834,H1670_00438,H704_00711,H22082_00229
group_1110,,FIG00469387: hypothetical protein,36,36,1,1,2200,,,,374,374,374,OXC8500_00433,OXC8749_00304,OXC8885_00192,OXC4567_00609,OXC6332_01221,OXC6357_01111,OXC6453_00274,OXC6609_00357,OXC6729_01323,OXC7157_00622,OXC7004_00401,OXC7095_01119,OXC7345_01248,OXC7358_00619,OXC7452_00600,OXC4632_00816,OXC7664_00841,OXC6927_00555,H1604_00898,H1605_00387,H1606_00277,H1607_00573,H1608_00059,H1662_00124,H1664_00604,H1666_01256,H1668_00831,H1670_00441,H704_00714,H22082_00232
rsmC,,methyltransferase,36,36,1,1,2202,,,,701,701,701,OXC8500_00434,OXC8749_00305,OXC8885_00193,OXC4567_00610,OXC6332_01220,OXC6357_01112,OXC6453_00273,OXC6609_00356,OXC6729_01324,OXC7157_00621,OXC7004_00400,OXC7095_01120,OXC7345_01247,OXC7358_00620,OXC7452_00601,OXC4632_00815,OXC7664_00842,OXC6927_00554,H1604_00897,H1605_00386,H1606_00276,H1607_00572,H1608_00058,H1662_00123,H1664_00603,H1666_01257,H1668_00830,H1670_00442,H704_00715,H22082_00233
rplL,,LSU ribosomal protein L7/L12 (P1/P2),36,36,1,1,1502,,,,377,377,377,OXC8500_00453,OXC8749_00324,OXC8885_00212,OXC4567_00681,OXC6332_01212,OXC6357_01129,OXC6453_00265,OXC6609_00339,OXC6729_01342,OXC7157_00604,OXC7004_00383,OXC7095_01128,OXC7345_01188,OXC7358_00628,OXC7452_00609,OXC4632_00796,OXC7664_00860,OXC6927_00535,H1604_00880,H1605_00368,H1606_00259,H1607_00555,H1608_00050,H1662_00052,H1664_00595,H1666_01265,H1668_00810,H1670_00516,H704_00732,H22082_00250
rpmG2,,LSU ribosomal protein L33p,36,36,1,1,1496,,,,146,158,157,OXC8500_00459,OXC8749_00331,OXC8885_00218,OXC4567_00688,OXC6332_01205,OXC6357_01136,OXC6453_00258,OXC6609_00332,OXC6729_01349,OXC7157_00597,OXC7004_00376,OXC7095_01135,OXC7345_01181,OXC7358_00635,OXC7452_00616,OXC4632_00789,OXC7664_00867,OXC6927_00528,H1604_00873,H1605_00361,H1606_00252,H1607_00548,H1608_00043,H1662_00045,H1664_00588,H1666_01272,H1668_00803,H1670_00523,H704_00739,H22082_00257
vfr,,putative transcriptional regulator,36,36,1,1,1491,,,,596,596,596,OXC8500_00468,OXC8749_00340,OXC8885_00227,OXC4567_00697,OXC6332_01196,OXC6357_01145,OXC6453_00249,OXC6609_00323,OXC6729_01358,OXC7157_00588,OXC7004_00367,OXC7095_01144,OXC7345_01172,OXC7358_00644,OXC7452_00625,OXC4632_00780,OXC7664_00876,OXC6927_00519,H1604_00864,H1605_00352,H1606_00243,H1607_00539,H1608_00034,H1662_00036,H1664_00579,H1666_01281,H1668_00794,H1670_00532,H704_00748,H22082_00266
recG,,ATP-dependent DNA helicase RecG,36,36,1,1,1489,,,,1823,1823,1823,OXC8500_00470,OXC8749_00342,OXC8885_00229,OXC4567_00699,OXC6332_01194,OXC6357_01147,OXC6453_00247,OXC6609_00321,OXC6729_01360,OXC7157_00586,OXC7004_00365,OXC7095_01146,OXC7345_01170,OXC7358_00646,OXC7452_00627,OXC4632_00778,OXC7664_00878,OXC6927_00517,H1604_00862,H1605_00350,H1606_00241,H1607_00537,H1608_00032,H1662_00034,H1664_00577,H1666_01283,H1668_00792,H1670_00534,H704_00750,H22082_00268
group_1117,,FIG00388607: hypothetical protein,36,36,1,1,1484,,,,170,242,240,OXC8500_00475,OXC8749_00347,OXC8885_00234,OXC4567_00704,OXC6332_01189,OXC6357_01152,OXC6453_00242,OXC6609_00316,OXC6729_01365,OXC7157_00581,OXC7004_00360,OXC7095_01151,OXC7345_01165,OXC7358_00651,OXC7452_00632,OXC4632_00773,OXC7664_00883,OXC6927_00512,H1604_00857,H1605_00345,H1606_00236,H1607_00532,H1608_00027,H1662_00029,H1664_00572,H1666_01288,H1668_00786,H1670_00539,H704_00755,H22082_00273
