	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
potH	51.3	51.3	51.3	51.0	50.9	51.3	50.9	51.4	51.4	50.9	51.0	51.0	51.0	51.3	51.3	51.4	51.3	51.3	50.9	51.4	50.9	50.9	51.0	51.3	51.3	51.0	51.3	51.3	51.6	51.6
secY	808.7	808.7	808.7	809.7	810.0	807.3	810.0	810.0	810.0	810.0	809.7	809.7	809.7	810.0	810.0	810.0	810.0	808.7	810.0	810.0	810.0	810.0	809.7	808.7	807.3	809.7	810.0	808.7	810.0	810.0
group_3286	227.3	227.3	227.3	227.2	226.0	226.0	226.0	225.4	226.0	226.0	227.2	227.2	227.2	226.0	227.3	225.4	227.3	227.3	226.0	226.0	226.0	226.0	227.2	227.3	221.3	227.2	227.3	227.3	226.0	226.0
yajC	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4	80.4
luxS	302.8	302.8	302.8	300.0	302.0	300.5	302.0	302.2	302.0	302.0	300.0	300.0	300.0	300.5	300.5	302.2	300.5	302.8	300.5	302.2	302.0	302.0	300.0	302.8	300.5	300.0	299.8	302.8	300.5	300.5
ppiB	289.6	289.6	289.6	290.5	290.7	290.7	290.7	290.8	290.7	290.7	290.5	290.5	290.5	290.7	290.6	290.8	290.6		289.1	290.8	290.7	290.7	290.5	289.6	290.7	290.5	290.6	289.6	289.1	289.1
asd	653.4	653.4	653.4	650.1	654.6	652.2	654.6	653.2	654.6	654.6	650.1	650.1	650.1	652.2	655.7	653.2	655.7	653.4	655.1	653.2	652.3	654.6	650.1	653.4	652.2	650.1	655.7	653.4	655.1	655.1
group_3074	284.3	284.3	284.3	285.1	283.7	285.1	283.7	285.1	283.7	283.7	285.1	285.1	285.1	285.1	284.3	285.1	284.3	284.3	284.3	285.1	283.7	283.7	285.1	284.3	285.1	285.1	284.3	284.3	284.3	284.3
group_3282	215.2	215.2	215.2	217.1	217.1	217.1	217.1	215.2	217.1	217.1	217.1	217.1	217.1	217.1	215.2	215.2	215.2	215.2	215.2	215.2	217.1	216.3	217.1	215.2	214.8	217.1	215.2	215.2	215.2	215.2
prs	608.5	608.5	608.5	609.4	608.5	606.1	608.5	608.5	608.5	608.5	609.4	609.4	609.4	606.1	608.5	608.5	608.5	608.5	608.5	608.5	608.5	608.5	609.4	608.5	606.1	609.4	608.5	608.5	608.5	608.5
nadD	258.2	258.2	258.2	254.1	252.5	253.7	252.5	255.9	252.5	252.5	254.1	254.1	254.1	253.7	258.2	255.9	253.7	258.2	257.0	255.9	252.5	252.5	254.1	258.2	253.7	254.1	258.2	258.2	257.0	257.0
cdtA	414.2	414.2	414.2		414.1	414.2	414.1	414.1	414.1	414.1				414.2	414.2	414.1	414.2	414.2	414.2	414.1	414.1	414.1		414.2	414.2		414.2	414.2	414.2	414.2
group_1213	191.3	191.3	191.3	189.8	188.2	189.2	188.2	188.2	188.2	188.2	189.8	189.8	189.8	188.4	191.3	188.2	191.3	191.3	189.8	188.2	188.2	188.2	189.8	191.3	189.2	189.8	191.3	191.3	189.8	189.8
pglE	500.0	500.0	500.0	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	499.1	500.0	499.1	499.1	499.1	499.1	499.1	500.0	499.1	499.1	499.1	497.4	499.1	499.1
aldA	489.2	489.2			490.4		490.4		490.4	490.4					487.4		489.2		492.2		490.0	490.0					489.2		492.2	492.2
ykkC	165.5	165.5	165.5	165.2	165.5	164.5	165.5	165.9	147.3	165.5	165.2	165.2	165.2	164.5	165.5	165.9	165.5	165.5	164.5	165.9	165.5	165.5	165.2	165.5	164.5	165.2	165.5	165.5	164.5	164.5
group_3340	412.4	412.4	412.4	408.3	411.9	411.9	411.9	411.2	411.9	411.9	408.3	408.3	408.3	411.9	411.9	411.2	411.9	411.2	411.9	411.2	411.5	411.5	408.3	412.4	411.9	408.3	411.9	412.4	411.9	411.9
pdxJ	405.5	405.5	405.5	405.0	405.5	406.5	405.5	406.5	405.5	405.5	405.0	405.0	405.0	406.5	406.5	406.5	406.5	405.5	403.6	403.3	405.5	405.5	405.0	405.5	406.5	405.0	406.5	405.5	403.6	403.6
group_2760	297.1	297.1	297.1	296.3	296.3	297.1	296.3	297.0	296.3	296.3	296.3	296.3	296.3	297.1	297.1	297.0	297.1	297.1	297.1	297.0	296.3	296.3	296.3	297.1	297.1	296.3	297.1	297.1	297.1	297.1
group_3218	328.5	328.5	328.5	327.8	328.5	328.9	328.5	326.5	328.5	328.5	327.8	327.8	327.8	328.9	328.5	326.5	328.5	328.5	328.5	326.5	328.5	328.5	327.8	328.5	328.9	327.8	328.5	328.5	325.6	325.6
argS	861.8	861.8	861.8	862.4	864.2	864.6	864.2	863.0	864.2	864.2	862.4	862.4	862.4	864.6	862.4	863.0	862.4	861.8	862.0	863.0	864.2	864.2	862.4	861.8	864.6	862.4	862.4	859.1	862.0	862.0
metN2	143.0	143.0	143.0	142.9	144.0	146.8	144.0	146.8	144.0	144.0	142.9	142.9	142.9	146.8	146.8	146.8	146.8	143.0	145.5	146.8	144.0	144.0	142.9	143.0	146.8	142.9	146.8	143.0	145.5	145.5
group_3093	490.2	490.2	490.2	490.5	489.2	490.7	489.2	490.2	489.2	489.2	490.5	490.5	490.5	490.7	489.1	490.2	489.1	490.2	489.5	490.2	489.2	489.2	490.5	490.2	490.7	490.5	489.1	487.8	489.5	489.5
regX3_1	351.6	351.6	351.6	352.5	351.6	351.6	351.6	351.6	351.6	351.6	352.5	352.5	352.5	351.6	351.6	351.6	351.6	351.6	351.6	351.6	351.6	351.6	352.5	351.6	351.6	352.5	351.6	351.6	351.6	351.6
group_1179																			361.9										332.0	332.1
group_2868	308.7	308.7	308.7	308.7	306.4	308.7	306.4	307.0	306.4	306.4	308.7	308.7	308.7	308.7	308.7	307.0	308.7	308.7	308.7	307.0	306.4	306.4	308.7	308.7	308.7	308.7	308.7	308.7	308.7	308.7
group_590	15.1	15.1	15.1												15.1		15.1	15.1	15.1		12.8	12.8		15.1			15.1	15.1	15.1	15.1
peb1A_1	546.7	547.4	547.4	547.4	548.3	548.3	548.3	545.1	548.3	548.3	547.4	547.4	547.4	548.3	547.4	545.1	547.4	547.4	547.4	545.1	548.3	548.3	547.4	547.4	548.3	547.4	547.4	547.4	546.1	546.1
rplV	206.5	206.5	206.5	206.0	206.8	207.1	206.8	204.9	206.8	206.8	206.0	206.0	206.0	208.1	208.1	204.9	208.1	206.5	208.1	204.9	206.8	206.8	206.0	206.5	207.1	206.0	208.1	206.5	208.1	208.1
group_3236	778.0	778.0	778.0	775.0	778.2	778.0	778.2	778.2	777.0	778.2	775.0	775.0	775.0	778.0	778.0	778.2	778.0	778.0	778.0	778.2	778.2	778.2	775.0	778.0	778.0	775.0	778.0	778.0	778.0	778.0
petB	806.7	806.7	806.7	807.4	807.4	807.4	807.4	807.4	807.4	807.4	807.4	807.4	807.4	807.4	807.1	807.4	807.1	806.7	807.1	807.4	807.4	807.4	807.4	806.7	807.4	807.4	807.4	806.7	807.4	807.4
spsE	544.5	544.5	544.5	545.7	547.0	548.8	547.8	546.9	548.2	547.8	545.7	545.7	545.7	548.8	547.2	546.9	547.2	544.5	548.3	546.9	547.8	547.8	545.3	544.5	548.8	545.7	547.2	544.5	548.3	548.3
mreB	673.3	673.3	673.3	673.3	672.3	672.3	672.3	672.3	672.3	672.3	673.3	673.3	673.3	672.3	673.3	672.3	673.3	673.3	673.3	672.3	672.3	672.3	673.3	670.5	672.3	669.9	670.5	666.9	673.3	673.3
modB	333.3	333.3	333.3	330.6	334.1	333.3	334.1		334.1	334.1	330.6	330.6	330.6	333.3	333.3		333.3	333.3	333.3		334.1	334.4	330.6	333.3	333.3	330.6	333.3	333.3	333.3	333.3
ubiE	384.4	384.4	384.4	383.9	384.7	384.3	384.7	384.7	384.7	384.7	383.9	383.9	383.9	384.3	384.7	384.7	384.7	384.4	384.4	384.7	384.7	384.7	383.9	384.4	378.6	383.9	384.7	384.4	384.4	384.4
rpoB	2901.8	2901.8	2901.8	2905.9	2904.8	2905.9	2904.8	2903.7	2904.8	2904.8	2905.9	2905.9	2905.9	2905.9	2901.8	2903.7	2901.8	2901.8	2901.8	2903.7	2904.8	2903.9	2905.9	2901.8	2905.9	2905.9	2901.8	2898.0	2901.8	2901.8
group_3018	46.4	46.4	46.4	46.4	46.4	46.4	46.4	47.5	46.4	46.4	46.4	46.4	46.4	46.4	46.4	47.5	46.4	46.4	45.3	47.5	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4
group_1417	429.7	429.7	429.7	429.5	427.8	427.8	427.8	429.5	427.8	427.8	429.5	429.5	429.5	427.8	429.7	429.5	429.7	429.7	429.7	429.5	427.8	427.8	429.5	429.7	427.8	429.5	429.7	429.7	429.7	429.7
group_542		263.8		259.9							259.9	259.9	259.9						264.7				259.9			259.9	264.7	165.6	261.6	261.6
truC	356.4	356.4	356.4	358.6	359.1	359.1	359.1	358.9	359.1	359.1	358.6	358.6	358.6	359.1	356.4	358.9	356.4	356.4	357.4	358.9	359.1	359.1	358.6	356.4	359.1	358.6	356.4	356.4	356.7	357.4
yedF	151.6	151.6	151.6	151.7	151.3	151.3	151.3	151.3	151.3	151.3	151.7	151.7	151.7	151.3	151.6	151.3	151.6	151.6	151.3	151.3	151.3	151.3	151.7	151.6	151.3	151.7	151.6	151.6	151.6	151.6
secF	594.0	594.0	594.0	593.1	596.6	594.4	596.6	596.6	596.6	596.6	593.1	593.1	593.1	594.4	594.0	596.6	594.0	594.0	590.1	596.6	596.6	596.6	593.1	594.0	594.4	593.1	594.0	594.0	593.5	593.5
group_891	63.1	63.1	63.1	61.0	63.1	61.0	63.1	58.6	63.1	63.1	61.0	61.0	61.0	61.0	63.1	58.6	63.1	63.1	60.0	58.6	63.1	63.1	61.0	63.1	61.0	61.0	63.1	63.1	60.0	60.0
zraS_2	125.1	125.1	125.1	124.8	125.1	124.6	125.1	125.1	125.1	125.1	124.8	124.8	124.8	124.6	125.1	125.1	15.0	125.1	125.1	125.1	125.1	125.1	124.8	125.1	124.6	124.8	125.1	125.1	125.1	125.1
nifS	709.0	709.0	709.0	708.9	708.1	708.4	708.1	707.6	708.1	708.1	708.9	708.9	708.9	708.4	709.1	707.6	709.1	709.0	706.6	707.6	708.1	708.1	708.9	709.0	708.4	708.9	707.4	709.0	706.8	706.8
group_986	40.4	40.4	40.4	40.6	38.7	40.4	38.7	40.4	38.7	38.7	40.6	40.6	40.6	40.4	40.4	40.4	40.4	40.4	40.4	40.4	38.7	38.7	40.6	40.4	40.4	40.6	40.4	40.4	40.4	40.4
hemZ	764.9	764.9	764.9	768.3	764.7	764.6	764.7	766.6	764.9	764.7	768.3	768.3	768.3	764.6	764.9	766.6	764.9	764.9	764.9	766.6	764.7	764.7	767.3	764.9	764.6	768.3	764.9	764.9	764.9	764.9
hemN_1	517.2	517.2	517.2	517.4	516.1	517.0	516.1	517.2	516.1	516.1	517.4	517.4	517.4	517.0	517.9	517.2	517.2	517.2	517.0	517.2	516.1	516.1	517.4	516.2	517.0	517.4	517.2	516.2	517.0	517.0
dcd	385.2	385.2	385.2	385.2	386.6	386.0	386.6	384.6	386.6	386.6	385.2	385.2	385.2	386.0	386.0	384.6	386.0	385.2	386.6	384.6	386.6	386.6	385.2	385.2	386.0	385.2	386.0	385.2	386.6	386.6
group_2867	202.6	202.6	202.6	201.1	202.1	202.4	202.1	202.6	202.1	202.1	201.1	201.1	201.1	202.4	201.8	202.6	201.8	202.6	202.6	200.4	202.1	202.1	201.1	202.6	202.4	201.1	201.8	202.6	202.6	202.6
rpsI	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2	243.2
cutE	187.1	187.1	187.1	186.7	187.1	186.9	187.1	187.1	187.1	187.1	186.7	186.7	186.7	186.9	187.1	187.1	187.1		187.1	187.1	187.1	187.1	186.7	47.8	186.9	186.7	187.1	187.1	187.1	187.1
exbD_3	100.7	100.7	100.7		100.7	100.7	100.7	100.7	100.7	100.7				100.7	100.7	100.7	100.7	100.7	100.7	100.7	100.7	100.7		100.7	100.7		100.7	100.7	100.7	100.7
ribH	296.6	296.6	296.6	295.3	296.6	293.5	296.6	296.6	296.6	296.6	295.3	295.3	295.3	293.5	296.6	296.6	296.6	296.6	296.6	296.6	296.6	296.6	295.3	296.6	296.6	295.3	296.6	296.6	296.6	296.6
rpsH	247.6	247.6	247.6	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	249.4	247.6	246.5	249.4	249.4	249.4	249.4	247.6	249.4	249.4	249.4	247.6	246.5	246.5
ftsW	616.4	616.4	616.4	616.4	616.4	616.4	616.4	613.7	616.4	616.4	616.4	616.4	616.4	616.4	615.3	613.7	615.3	616.4	616.4	613.7	616.4	616.4	616.4	616.4	616.4	616.4	615.3	616.4	616.4	616.4
nth	378.5	378.5	378.5	378.3	378.5	378.2	378.5	378.5	378.5	378.5	378.3	378.3	378.3	378.2	378.5	378.5	378.5	378.5	378.5	378.5	378.5	378.5	378.3	378.5	376.3	378.3	378.5	378.5	378.5	378.5
group_2647																			19.2										19.2	19.2
prmC	345.3	345.3	345.3	349.8	346.5	345.3	346.5	345.6	346.9	346.5	349.8	349.8	349.8	345.3	345.3	345.6	334.9	345.3	345.3	345.6	346.9	346.9	349.8	345.3	345.3	349.8	345.3	345.3	345.3	345.3
blc	170.8	170.8	170.8	165.8		170.8		26.1			165.8	165.8	165.8	170.8	170.8	26.1	170.8	170.8	26.1	26.1			165.8	170.8	170.8	165.8	170.8	170.8	26.1	26.1
group_635		353.0		348.5	353.3	353.0	351.1	353.0	351.1	351.1	348.5	348.5	348.5	349.2	349.2	353.0	353.0		353.0	354.0	351.1	351.1	348.5		353.0	348.5	349.2	353.0		353.0
gpsA	461.7	461.7	461.7	463.7	461.7	461.7	461.7	461.7	461.7	461.7	463.7	463.7	463.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	463.7	461.7	461.7	463.7	461.7	461.7	461.7	462.6
putA	2166.7	2166.7	2166.7	2163.0	2167.9	2164.9	2167.9	2164.4	2167.9	2167.9	2163.0	2163.0	2163.0	2164.3	2166.7	2163.3	2166.7	2166.7	2166.8	2164.4	2167.9	2167.9	2163.0	2166.7	2162.4	2163.0	2166.7	2157.9	2166.8	2166.8
fliH	329.6	329.6	329.6	327.2	329.6	329.6	329.6	328.3	329.6	329.6	327.2	327.2	327.2	329.6	329.0	328.3	329.0	329.6	329.6	328.3	329.6	329.6	327.2	329.6	329.6	327.2	329.0	329.6	329.6	329.6
hypB	365.9	365.9	365.9	365.7	365.3	365.8	365.3	364.6	365.3	365.3	365.7	365.7	365.7	365.8	365.0	364.6	365.0	365.9	365.8	364.6	365.3	365.3	365.7	365.9	365.8	365.7	365.0	365.9	365.3	365.3
hemB	616.7	616.7	616.7	618.4	617.8	614.8	617.8	613.4	616.7	617.8	618.4	618.4	618.4	614.8	615.0	613.4	615.0	616.7	613.4	612.6	617.8	617.8	618.4	616.7	614.8	618.4	615.0	616.7	613.4	613.4
purU	534.0	534.0	534.0	534.3	534.0	535.0	534.0	534.0	534.0	534.0	534.3	534.3	534.3	535.0	534.3	534.0	534.3	534.0	534.3	534.0	534.0	534.0	534.3	534.0	535.0	534.3	534.3	534.0	534.3	534.3
group_606	15.1	15.1	15.1		14.8		14.8		14.8	14.8					14.8			15.1	14.8		14.8	14.8		15.1			14.8		14.8	14.8
group_2893	594.9	594.9	594.9	594.9	595.0	594.6	595.0	593.6	594.1	595.0	594.9	594.9	594.9	594.6	595.0	593.6	595.0	594.9	594.9	593.6	594.1	594.1	594.9	594.9	594.6	594.9	595.0	594.9	594.9	594.9
group_1222	358.8	358.8	358.8				356.2	358.8	356.2						358.8	358.8	358.8	358.8	358.8	358.8	356.2	356.2		358.8			358.8	358.8	358.8	358.8
csoR	177.5	177.5	177.5	177.5	177.7	177.5	177.7	177.7	177.7	177.7	177.5	177.5	176.5	177.5	177.5	177.7	177.5	177.5	177.5	177.7	177.7	177.7	177.5	177.5	177.5	177.5	177.5	177.5	177.5	177.5
arsR	140.4	140.4	140.4	141.0	145.8	140.1	145.8	145.8	142.7	145.8	141.0	141.0	141.0	140.1	102.4	145.8	102.4	140.4	141.0	145.8	132.4	132.4	141.0	140.4	140.1	141.0	102.4	140.4	141.0	141.0
group_551	478.3	478.3	478.3	476.6	477.8	313.1	477.8	475.0	475.8	477.8	476.6	476.6	476.6	476.9		475.0	478.3	478.3	476.6	475.0	477.8	477.8	476.6	478.3	476.9	476.6	478.3	478.3	476.6	476.6
group_2835	569.9	569.9	569.9	569.9	569.9	571.2	569.9	569.9	569.9	569.9	569.9	569.9	569.9	571.2	569.9	569.9	569.9	569.9	567.8	569.9	569.9	569.9	569.9	569.9	568.4	569.9	569.9	569.9	569.9	569.9
ccpA-1	484.1	411.9	484.1	477.9	483.6	483.6	484.8	480.3	484.8	484.8	477.9	477.9	477.9	484.1	484.1	480.3	484.1	220.5	482.3	484.1	484.8	484.8	477.9	484.1	483.6	477.9			482.3	483.6
gapA	547.8	547.8	547.8	547.4	543.9	547.5	543.9	547.4	546.7	543.9	547.4	547.4	547.4	547.5	546.8	547.4	547.5	547.8	547.5	547.4	543.9	543.9	547.4	547.8	547.5	547.4	546.8	547.8	547.5	547.5
atpA	1036.7	1036.7	1036.7	1036.7	1035.2	1036.9	1035.2	1036.7	1035.2	1035.2	1036.7	1036.7	1036.7	1036.9	1036.7	1036.7	1036.7	1036.7	1036.7	1036.7	1035.2	1035.2	1034.2	1036.7	1036.9	1036.7	1036.7	1036.7	1036.7	1036.7
nrfH	283.4	283.4	283.4	283.4	283.1	283.4	283.1	283.4	283.1	283.1	283.4	283.4	283.4	283.4	283.4	283.4	283.4	283.4	283.4	283.4	283.1	283.1	283.4	283.4	283.4	283.4	283.4	283.4	283.4	283.4
group_1303	261.6	261.6	261.6	264.7	264.7	264.7	264.7	264.7	262.8	264.7	264.7	264.7	264.7	264.7	261.6	264.7	261.6	261.6	261.6	264.7	264.7	264.7	264.7	261.6	264.7	264.7	261.6	261.6	261.6	261.6
group_404	88.3	88.3	154.7			86.0								88.3	88.3		86.3	88.3	86.0					88.3	86.0		88.3	88.3	86.0	86.0
ceuD	557.5	557.5	557.5	556.4	552.1	559.0	552.1	554.5	554.5	552.1	556.4	556.4	556.4	559.0	557.5	554.5	557.5	557.5	557.5	554.5	554.5	554.5	556.4	557.5	559.0	556.4	557.5	557.5	555.2	555.2
guaD	577.8	577.8	577.8	577.7	578.3	577.8	578.3	581.0	578.3	578.3	577.7	577.7	577.7	577.8	577.8	581.0	577.8	577.8	577.8	581.0	578.3	578.3	577.7	577.8	577.8	577.7	577.8	577.8	577.8	577.8
hemE	646.1	646.1	646.1	646.5	644.8	646.1	644.8	643.6	644.8	644.8	646.5	646.5	646.5	646.1	646.1	643.6	646.1	646.1	643.9	643.6	644.8	644.8	646.5	646.1	646.1	646.5	646.1	644.2	643.9	643.9
pyrE_2	232.1	232.1	232.1	232.1	232.1	233.5	232.1	232.1	232.1	232.1	232.1	232.1	232.1	233.5	232.1	232.1	232.1	232.1	232.1	232.1	232.1	232.1	232.1	232.1	233.5	232.1	232.1	232.1	232.1	232.1
gatB	907.8	907.8	907.8	912.2	910.7	909.4	910.7	910.7	910.7	910.7	912.2	912.2	912.2	909.4	909.4	910.7	909.4	907.8	909.4	910.7	910.7	910.7	912.2	907.8	909.4	912.2	909.4	907.8	909.4	909.4
group_1482	336.4	336.4	336.4		337.1	336.6	337.1	337.1	337.1	337.1				336.6	335.6	337.1	335.6	336.4	337.1	337.1	337.1	337.1		336.4	336.6		335.6	334.1	336.6	336.6
lctP	604.6	604.6	604.6	605.0	603.1	604.6	603.1	604.6	603.1	603.1	605.0	605.0	605.0	604.6	604.6	604.6	604.6	604.6	604.6	604.6	603.1	603.1	605.0	604.6	604.6	605.0	604.6	598.7	604.6	604.6
coaX	315.1	315.1	315.1	314.2	315.2	314.7	315.2	314.7	315.2	315.2	314.2	314.2	314.2	314.7	315.1	314.7	315.1	315.1	312.7	314.7	315.2	315.2	314.2	315.1	314.7	314.2	315.1	315.1	312.7	312.7
pyrE_1	373.4	373.4	373.4	373.4	371.6	374.9	371.6	368.6	371.6	371.6	373.4	373.4	373.4	374.9	373.4	368.6	373.4	373.4	373.7	368.6	371.6	368.6	373.4	373.4	374.9	373.4	373.4	371.5	373.7	373.7
kdsB	398.5	398.5	398.5	398.2	393.7	396.1	393.7	393.8	393.7	393.7	398.2	398.2	398.2	396.1	398.5	393.8	398.5	398.5	395.9	393.8	393.7	393.7	398.2	398.5	396.1	398.2	398.5	398.5	395.9	395.9
aas	1981.5	1981.5	1981.5	1983.9	1982.4	1976.7	1982.4	1978.0	1980.7	1982.4	1983.9	1983.9	1983.9	1976.7	1981.9	1978.0	1981.9	1981.5	1984.0	1978.0	1982.4	1982.4	1983.1	1981.5	1971.1	1983.9	1981.9	1981.5	1984.0	1984.0
recN	693.5	693.5	693.5	693.4	694.7	695.1	694.7	694.8	694.7	694.7	693.4	693.4	693.4	692.5	694.9	694.8	694.9	693.5	694.8	694.8	694.7	694.7	693.4	693.5	695.1	693.4	694.9	693.5	694.8	694.8
aspS	1130.1	1130.1	1130.1	1131.7	1124.7	1131.7	1124.7	1127.9	1124.7	1124.7	1131.7	1131.7	1131.7	1131.7	1128.3	1127.9	1128.3	1130.1	1129.0	1127.9	1124.7	1124.7	1131.7	1130.1	1131.7	1131.7	1128.3	1130.1	1129.0	1129.0
nlpA	323.9	323.9	323.9	324.7	322.7	323.9	322.7	323.9	322.7	322.7	324.7	324.7	324.7	323.9	323.9	323.9	323.9	323.9	323.8	321.9	322.7	322.7	324.7	323.9	323.2	324.7	323.9	323.9	317.9	320.0
group_3088	855.9	855.9	855.9	856.7	856.1	857.2	856.1	858.2	856.1	856.1	856.7	856.7	856.7	857.2	855.3	858.2	855.3	855.9	857.2	858.2	856.0	856.0	856.7	855.9	857.2	856.7	855.1	855.9	857.2	857.2
group_987	44.1	44.1	44.1	43.9	46.3	46.1	46.3	43.9	46.3	46.3	43.9	43.9	43.9	46.1	44.1	43.9	44.1	44.1	45.8	43.9	46.3	46.3	43.9	44.1	46.1	43.9	44.1	44.1	45.8	45.8
cysQ	230.0	230.0	230.0	230.7	227.0	228.4	227.0	227.7	227.0	227.0	230.7	230.7	230.7	228.4	226.1	227.7	226.1	230.0	230.0	227.7	227.0	227.0	230.7	230.0	228.4	230.7	226.1	230.0	230.0	230.0
ispE	327.5	327.5	327.5	327.1	332.1	327.5	332.1	327.5	332.1	332.1	327.1	327.1	327.1	327.5	327.1	327.5	327.1	327.5	327.5	327.5	332.1	332.1	327.1	327.5	327.5	327.1	327.5	327.5	327.5	327.5
basR	364.3	364.3	364.3	366.8	365.7	367.1	365.7	365.7	365.7	365.7	366.8	366.8	366.8	367.1	365.7	365.7	365.7	364.3	364.6	365.7	365.7	365.7	366.8	364.3	367.1	366.8	365.7	364.3	365.7	365.7
leuS	1517.0	1517.0	1517.0	1520.5	1514.8	1518.3	1514.8	1514.8	1511.2	1514.8	1520.5	1520.5	1520.5	1518.3	1519.1	1514.8	1519.1	1517.0	1516.5	1514.8	1514.8	1514.8	1520.5	1517.0	1518.3	1520.5	1519.1	1517.0	1516.5	1516.5
yicO	684.1	684.1	684.1	686.0	686.5	688.5	686.5	686.5	686.5	686.5	686.0	686.0	686.0	688.5	687.5	686.5	686.5	684.1	682.2	686.5	686.5	686.5	686.0	684.1	688.5	686.0	686.5	684.1	684.5	684.5
bla	414.3	414.3	414.3		414.3	414.3	414.3	408.4		414.3				414.3	414.3	408.4	414.3	414.3	414.3	408.4				414.3	414.3		414.3	414.3	414.3	414.3
group_2626																			922.3										922.3	922.3
amiA	681.4	681.4	681.4	675.8	675.5	681.4	675.5	677.3	675.5	675.5	675.8	675.8	675.8	681.4	678.3	677.4	678.3	681.4	677.1	677.4	675.5	675.5	675.8	681.4	681.4	675.8	678.3	681.4	677.1	677.1
group_1438	50.8	50.8	50.8	49.0	51.3	51.3	51.3	52.5	51.3	51.3	49.0	49.0	49.0	51.3	51.3	52.5	51.3	50.8	51.3	52.5	51.3	51.3	49.0	50.8	51.3	49.4	51.3	50.8	51.3	51.3
nikE	492.4	492.4	492.4	492.6	490.4	493.5	490.4	495.9	490.4	490.4	492.6	492.6	492.6	493.5	493.5	495.9	493.5	492.4	495.9	495.9	490.4	490.4	489.7	492.4	493.5	492.6	490.6	492.4	495.9	495.9
group_670	178.1	178.1	178.1	177.4	179.0	180.8	179.0	178.1	179.0	179.0	177.4	177.4	177.4	180.8	181.1	178.1	181.1	178.1	180.0	178.1	179.0	179.0	177.4	178.1	180.8	177.4	181.1	178.1	180.0	180.0
oprF	420.9	420.9	420.9	420.8	420.9	420.4	420.9	417.6	420.9	420.9	420.8	420.8	420.8	420.4	420.9	417.6	420.9	420.9	420.9	417.6	420.9	420.9	420.8	420.9	420.4	420.8	420.9	420.9	420.9	420.9
mltD	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.4	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.4	61.6	61.6	57.3	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.6	61.6
serC	20.3	20.3	20.3	19.0	19.5	18.0	19.5	18.8	19.5	19.5	19.0	19.0	19.0	18.0	20.3	18.8	20.3	20.3	20.3	18.8	19.5	19.5	19.0	20.3	18.1	19.0	20.3	20.3	20.3	20.3
nqo6	316.0	316.0	316.0	316.0	315.7	315.8	315.7	315.8	315.7	315.7	316.0	316.0	316.0	315.8	316.0	315.8	316.0	316.0	315.8	315.8	315.7	315.7	316.0	316.0	315.8	316.0	316.0	316.0	315.8	315.8
nrfA	1045.9	1045.9	1045.9	1045.8	1043.3	1045.6	1043.3	1046.1	1043.3	1043.3	1045.8	1045.8	1045.8	1045.6	1045.9	1046.1	1045.9	1045.9	1045.9	1046.1	1043.3	1043.3	1045.8	1045.9	1045.6	1034.5	1039.6	1036.5	1046.1	1046.1
group_557						104.9								104.9			104.9								104.9		104.9	103.8		104.9
yebN	278.9	278.9	278.9	278.7	278.9	278.0	278.9	278.9	278.9	278.9	278.7	278.7	278.7	278.0	278.9	278.9	278.9	278.9	278.9	278.9	278.9	278.9	278.7	278.9	278.0	278.7	278.9	278.9	278.9	278.9
ispA	457.1	457.1	457.1	455.7	457.1	456.1	457.1	457.3	457.1	457.1	455.7	455.7	455.7	456.1	457.1	457.3	457.1	457.1	457.1	454.7	457.1	457.1	455.7	457.1	456.1	455.7	457.1	457.1	457.1	457.1
group_3138	263.8	263.8	263.8	263.8	263.4	263.8	263.4	263.8	260.4	263.4	263.8	263.8	263.8	263.8	262.9	263.8	262.9	263.8	263.8	263.8	263.4	263.4	263.8	263.8	263.8	263.8	262.9	263.8	263.8	263.8
glyA	327.9	327.9	327.9	327.9	327.8	327.8	327.8	327.8	327.8	327.8	327.9	327.9	327.9	327.8	327.9	327.8	327.9	327.9	327.8	327.8	327.8	327.8	327.9	327.9	327.8	327.9	327.9	327.9	327.8	327.8
